                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    112,                0.44198,                 0.5792,                  1.029,                0.77971,                0.68628,                0.74501,                0.64729,                0.55827,                 0.9653,                 1.0839,               0.002674,               0.002674,               0.002674
                    113,                0.44041,                0.57275,                 1.0303,                0.78241,                0.68538,                0.74505,                 0.6475,                0.55855,                0.96504,                 1.0843,               0.002608,               0.002608,               0.002608
                    114,                0.43624,                0.56707,                 1.0265,                0.78464,                 0.6853,                 0.7451,                0.64723,                0.55874,                0.96474,                 1.0849,               0.002542,               0.002542,               0.002542
                    115,                0.43721,                 0.5635,                  1.024,                0.78462,                0.68604,                0.74538,                 0.6473,                0.55796,                0.96405,                 1.0837,               0.002476,               0.002476,               0.002476
                    116,                0.43643,                0.56245,                 1.0251,                0.78123,                0.68752,                0.74556,                 0.6472,                0.55785,                0.96371,                 1.0837,                0.00241,                0.00241,                0.00241
                    117,                0.43373,                0.55355,                 1.0244,                0.78499,                0.68595,                0.74554,                0.64747,                0.55804,                0.96372,                  1.084,               0.002344,               0.002344,               0.002344
                    118,                0.42874,                0.54629,                   1.02,                0.78397,                0.68673,                0.74545,                0.64722,                0.55786,                0.96325,                 1.0841,               0.002278,               0.002278,               0.002278
                    119,                0.42783,                0.54448,                 1.0202,                0.78075,                0.68992,                 0.7454,                0.64732,                0.55762,                0.96299,                 1.0839,               0.002212,               0.002212,               0.002212
                    120,                0.42314,                0.54034,                 1.0166,                0.77994,                0.69043,                0.74567,                0.64749,                0.55748,                0.96267,                  1.084,               0.002146,               0.002146,               0.002146
                    121,                0.42571,                0.53791,                 1.0196,                0.77942,                0.69051,                0.74588,                0.64789,                0.55756,                0.96142,                 1.0843,                0.00208,                0.00208,                0.00208
                    122,                 0.4248,                0.53541,                 1.0204,                0.77737,                0.69277,                0.74566,                0.64821,                0.55748,                0.96186,                 1.0845,               0.002014,               0.002014,               0.002014
                    123,                  0.417,                0.52335,                 1.0174,                0.77706,                0.69245,                0.74584,                 0.6488,                0.55794,                0.96273,                 1.0851,               0.001948,               0.001948,               0.001948
                    124,                 0.4224,                0.52353,                 1.0159,                0.77213,                0.69658,                0.74612,                0.64912,                0.55811,                0.96186,                 1.0853,               0.001882,               0.001882,               0.001882
                    125,                0.41554,                0.51563,                 1.0141,                0.77397,                0.69666,                0.74621,                0.64896,                0.55799,                0.96176,                 1.0852,               0.001816,               0.001816,               0.001816
                    126,                0.41848,                 0.5186,                 1.0127,                0.77373,                0.69634,                0.74614,                0.64889,                0.55823,                0.96147,                 1.0857,                0.00175,                0.00175,                0.00175
                    127,                0.41111,                0.50867,                 1.0088,                 0.7772,                0.69511,                0.74665,                0.64943,                0.55824,                0.96091,                  1.086,               0.001684,               0.001684,               0.001684
